"person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","age_flag","person_emp_flag","income_group","loan_status_text"
23,25100.00,OWN,7,EDUCATION,D,10800.00,14.59,"0",0.43,Y,3,Valid,Valid,Medium,Non-Default
26,25104.00,OWN,6,DEBTCONSOLIDATION,D,5400.00,16.49,"0",0.22,N,2,Valid,Valid,Medium,Non-Default
23,39000.00,RENT,1,PERSONAL,B,16000.00,11.36,"1",0.41,N,3,Valid,Valid,High,Default
25,39000.00,RENT,9,MEDICAL,D,16000.00,14.11,"1",0.41,Y,2,Valid,Valid,High,Default
22,25200.00,MORTGAGE,2,PERSONAL,A,7000.00,6.03,"0",0.28,N,4,Valid,Valid,Medium,Non-Default
23,48000.00,RENT,2,EDUCATION,B,16000.00,10.00,"1",0.33,N,4,Valid,Valid,High,Default
22,42000.00,RENT,6,VENTURE,D,16000.00,16.00,"1",0.38,N,3,Valid,Valid,High,Default
25,50000.00,RENT,3,VENTURE,D,16000.00,17.58,"1",0.32,N,4,Valid,Valid,High,Default
24,25200.00,OWN,1,MEDICAL,C,3200.00,15.23,"0",0.13,Y,2,Valid,Valid,Medium,Non-Default
23,25200.00,MORTGAGE,6,MEDICAL,A,1200.00,7.49,"0",0.05,N,3,Valid,Valid,Medium,Non-Default
24,50000.00,RENT,6,HOMEIMPROVEMENT,C,16000.00,13.99,"1",0.32,Y,2,Valid,Valid,High,Default
25,25200.00,OWN,5,HOMEIMPROVEMENT,D,1200.00,15.99,"0",0.05,Y,3,Valid,Valid,Medium,Non-Default
24,50000.00,RENT,8,VENTURE,B,16000.00,10.62,"1",0.32,N,2,Valid,Valid,High,Default
22,44000.00,RENT,1,EDUCATION,E,16000.00,16.35,"1",0.36,N,3,Valid,Valid,High,Default
24,51000.00,RENT,8,MEDICAL,C,16000.00,13.85,"1",0.31,N,3,Valid,Valid,High,Default
23,45000.00,RENT,7,MEDICAL,E,16000.00,16.45,"1",0.36,Y,4,Valid,Valid,High,Default
21,52000.00,RENT,5,PERSONAL,D,16000.00,15.70,"1",0.31,N,4,Valid,Valid,High,Default
22,53000.00,RENT,2,EDUCATION,A,16000.00,7.90,"0",0.30,N,4,Valid,Valid,High,Non-Default
24,54000.00,RENT,6,DEBTCONSOLIDATION,A,16000.00,11.01,"0",0.30,N,4,Valid,Valid,High,Non-Default
22,25200.00,MORTGAGE,7,MEDICAL,C,4000.00,12.73,"1",0.16,N,2,Valid,Valid,Medium,Default
25,49000.00,RENT,2,DEBTCONSOLIDATION,C,16000.00,11.01,"1",0.33,N,4,Valid,Valid,High,Default
22,55000.00,RENT,6,VENTURE,C,16000.00,11.01,"0",0.29,Y,3,Valid,Valid,High,Non-Default
21,55000.00,RENT,5,DEBTCONSOLIDATION,A,16000.00,8.94,"0",0.29,N,2,Valid,Valid,High,Non-Default
21,25200.00,MORTGAGE,6,PERSONAL,C,6500.00,14.26,"1",0.26,Y,2,Valid,Valid,Medium,Default
22,25200.00,MORTGAGE,1,PERSONAL,C,7000.00,13.92,"0",0.28,N,3,Valid,Valid,Medium,Non-Default
25,58000.00,RENT,9,PERSONAL,A,16000.00,11.01,"0",0.28,N,2,Valid,Valid,High,Non-Default
25,52000.00,RENT,9,EDUCATION,C,16000.00,13.98,"1",0.31,N,3,Valid,Valid,High,Default
23,25200.00,OWN,3,EDUCATION,B,1000.00,11.48,"0",0.04,N,4,Valid,Valid,Medium,Non-Default
22,25200.00,MORTGAGE,6,MEDICAL,B,1000.00,11.48,"1",0.04,N,3,Valid,Valid,Medium,Default
22,52500.00,RENT,1,MEDICAL,B,16000.00,12.69,"1",0.30,N,3,Valid,Valid,High,Default
26,60000.00,RENT,10,DEBTCONSOLIDATION,A,16000.00,7.49,"0",0.27,N,2,Valid,Valid,High,Non-Default
24,54000.00,RENT,6,HOMEIMPROVEMENT,D,16000.00,15.65,"1",0.30,N,4,Valid,Valid,High,Default
26,54000.00,RENT,2,VENTURE,D,16000.00,14.83,"1",0.30,N,2,Valid,Valid,High,Default
24,25344.00,MORTGAGE,5,MEDICAL,D,4000.00,16.49,"1",0.16,N,3,Valid,Valid,Medium,Default
22,61000.00,RENT,3,VENTURE,C,16000.00,11.01,"0",0.26,Y,2,Valid,Valid,High,Non-Default
23,62000.00,RENT,7,VENTURE,A,16000.00,7.49,"0",0.26,N,2,Valid,Valid,High,Non-Default
23,25480.00,MORTGAGE,7,PERSONAL,B,5000.00,9.99,"0",0.20,N,3,Valid,Valid,Medium,Non-Default
23,25500.00,MORTGAGE,2,DEBTCONSOLIDATION,C,7850.00,13.49,"0",0.31,N,4,Valid,Valid,Medium,Non-Default
22,25500.00,MORTGAGE,6,VENTURE,A,7000.00,6.99,"0",0.27,N,2,Valid,Valid,Medium,Non-Default
22,57175.00,RENT,6,HOMEIMPROVEMENT,F,16000.00,17.15,"1",0.28,N,4,Valid,Valid,High,Default
26,25500.00,MORTGAGE,8,HOMEIMPROVEMENT,C,5600.00,11.91,"0",0.22,N,4,Valid,Valid,Medium,Non-Default
22,57336.00,RENT,6,MEDICAL,D,16000.00,17.27,"1",0.28,N,3,Valid,Valid,High,Default
25,25568.00,MORTGAGE,7,EDUCATION,C,12000.00,13.47,"1",0.47,Y,2,Valid,Valid,Medium,Default
23,64000.00,RENT,2,PERSONAL,B,16000.00,10.74,"0",0.25,N,3,Valid,Valid,High,Non-Default
24,58575.00,RENT,2,MEDICAL,F,16000.00,19.47,"1",0.27,N,2,Valid,Valid,High,Default
22,64800.00,RENT,1,EDUCATION,B,16000.00,10.37,"0",0.25,N,4,Valid,Valid,High,Non-Default
21,65000.00,RENT,5,PERSONAL,B,16000.00,9.91,"0",0.25,N,3,Valid,Valid,High,Non-Default
24,25632.00,MORTGAGE,4,EDUCATION,B,1500.00,9.91,"0",0.06,N,3,Valid,Valid,Medium,Non-Default
22,65000.00,RENT,6,MEDICAL,A,16000.00,8.49,"0",0.25,N,4,Valid,Valid,High,Non-Default
22,25788.00,OWN,2,VENTURE,B,3500.00,12.18,"0",0.14,N,2,Valid,Valid,Medium,Non-Default
22,65000.00,RENT,6,PERSONAL,A,16000.00,7.88,"0",0.25,N,3,Valid,Valid,High,Non-Default
24,59000.00,RENT,2,MEDICAL,E,16000.00,16.45,"1",0.27,N,2,Valid,Valid,High,Default
23,65000.00,RENT,7,PERSONAL,D,16000.00,14.59,"0",0.25,N,4,Valid,Valid,High,Non-Default
22,25920.00,MORTGAGE,7,VENTURE,B,11325.00,10.65,"0",0.44,N,3,Valid,Valid,Medium,Non-Default
22,65000.00,RENT,6,DEBTCONSOLIDATION,C,16000.00,13.47,"0",0.25,Y,3,Valid,Valid,High,Non-Default
22,59000.00,RENT,4,MEDICAL,E,16000.00,16.32,"1",0.27,N,3,Valid,Valid,High,Default
25,66000.00,RENT,6,HOMEIMPROVEMENT,B,16000.00,10.00,"0",0.24,N,4,Valid,Valid,High,Non-Default
22,25992.00,OTHER,6,DEBTCONSOLIDATION,B,3000.00,9.45,"0",0.12,N,3,Valid,Valid,Medium,Non-Default
23,60996.00,RENT,6,HOMEIMPROVEMENT,E,16000.00,16.00,"1",0.26,N,3,Valid,Valid,High,Default
23,62500.00,RENT,4,DEBTCONSOLIDATION,D,16000.00,14.54,"1",0.26,N,2,Valid,Valid,High,Default
23,63000.00,RENT,6,EDUCATION,D,16000.00,14.42,"1",0.25,N,3,Valid,Valid,High,Default
25,26000.00,MORTGAGE,3,EDUCATION,B,3825.00,11.71,"0",0.15,N,2,Valid,Valid,Medium,Non-Default
20,64000.00,RENT,3,VENTURE,D,16000.00,15.31,"1",0.25,Y,4,Valid,Valid,High,Default
24,72000.00,RENT,8,PERSONAL,C,16000.00,13.06,"0",0.22,Y,2,Valid,Valid,High,Non-Default
26,74000.00,RENT,4,HOMEIMPROVEMENT,D,16000.00,14.84,"0",0.22,Y,3,Valid,Valid,High,Non-Default
24,74337.00,RENT,8,PERSONAL,B,16000.00,11.86,"0",0.22,N,3,Valid,Valid,High,Non-Default
26,74999.00,RENT,4,HOMEIMPROVEMENT,D,16000.00,17.27,"0",0.21,Y,4,Valid,Valid,High,Non-Default
26,26000.00,MORTGAGE,7,HOMEIMPROVEMENT,B,7000.00,10.99,"0",0.27,N,4,Valid,Valid,Medium,Non-Default
26,26000.00,MORTGAGE,4,HOMEIMPROVEMENT,B,12000.00,11.01,"0",0.46,N,3,Valid,Valid,Medium,Non-Default
26,75000.00,RENT,1,VENTURE,B,16000.00,11.01,"0",0.21,N,2,Valid,Valid,High,Non-Default
23,26000.00,MORTGAGE,3,DEBTCONSOLIDATION,B,7800.00,10.59,"0",0.30,N,4,Valid,Valid,Medium,Non-Default
26,75000.00,RENT,2,PERSONAL,C,16000.00,13.35,"0",0.21,Y,2,Valid,Valid,High,Non-Default
23,26000.00,MORTGAGE,7,MEDICAL,A,5000.00,7.91,"0",0.19,N,2,Valid,Valid,Medium,Non-Default
24,69000.00,RENT,2,DEBTCONSOLIDATION,B,16000.00,11.89,"1",0.23,N,4,Valid,Valid,High,Default
21,20000.00,RENT,2,DEBTCONSOLIDATION,C,1000.00,14.26,"0",0.05,Y,2,Valid,Valid,Medium,Non-Default
25,26000.00,OWN,6,EDUCATION,A,10000.00,5.79,"0",0.38,N,3,Valid,Valid,Medium,Non-Default
23,26000.00,OWN,7,PERSONAL,B,2000.00,10.36,"0",0.08,N,2,Valid,Valid,Medium,Non-Default
22,26000.00,MORTGAGE,4,PERSONAL,B,4000.00,9.25,"0",0.15,N,2,Valid,Valid,Medium,Non-Default
21,26000.00,OWN,5,EDUCATION,A,6000.00,5.79,"0",0.23,N,2,Valid,Valid,Medium,Non-Default
25,23712.00,RENT,9,MEDICAL,B,1000.00,11.49,"0",0.04,N,2,Valid,Valid,Medium,Non-Default
24,24000.00,RENT,1,PERSONAL,E,1000.00,17.99,"1",0.04,N,3,Valid,Valid,Medium,Default
23,26000.00,MORTGAGE,6,HOMEIMPROVEMENT,E,10000.00,11.01,"1",0.38,Y,3,Valid,Valid,Medium,Default
21,24000.00,RENT,6,MEDICAL,B,1000.00,10.99,"1",0.04,N,2,Valid,Valid,Medium,Default
22,24000.00,RENT,3,DEBTCONSOLIDATION,C,1000.00,12.84,"0",0.04,Y,4,Valid,Valid,Medium,Non-Default
21,24960.00,RENT,6,EDUCATION,C,1000.00,13.98,"0",0.04,N,4,Valid,Valid,Medium,Non-Default
26,25000.00,RENT,1,MEDICAL,C,1000.00,14.65,"0",0.04,Y,3,Valid,Valid,Medium,Non-Default
22,25000.00,RENT,3,DEBTCONSOLIDATION,D,1000.00,15.95,"1",0.04,N,2,Valid,Valid,Medium,Default
26,26000.00,OWN,6,DEBTCONSOLIDATION,E,8500.00,16.45,"1",0.33,N,3,Valid,Valid,Medium,Default
21,26000.00,MORTGAGE,5,MEDICAL,D,14500.00,14.61,"1",0.56,Y,2,Valid,Valid,Medium,Default
24,26000.00,MORTGAGE,8,MEDICAL,A,7000.00,7.74,"0",0.27,N,2,Valid,Valid,Medium,Non-Default
22,28000.00,RENT,6,HOMEIMPROVEMENT,D,1000.00,16.29,"1",0.04,Y,3,Valid,Valid,Medium,Default
25,28000.00,RENT,6,DEBTCONSOLIDATION,A,1000.00,7.51,"0",0.04,N,3,Valid,Valid,Medium,Non-Default
22,26000.00,MORTGAGE,2,EDUCATION,A,2000.00,7.40,"0",0.08,N,2,Valid,Valid,Medium,Non-Default
22,28000.00,RENT,6,HOMEIMPROVEMENT,B,1000.00,10.25,"1",0.04,N,4,Valid,Valid,Medium,Default
24,28000.00,RENT,8,MEDICAL,B,1000.00,12.53,"0",0.04,N,4,Valid,Valid,Medium,Non-Default
23,28600.00,RENT,7,EDUCATION,A,1000.00,7.90,"0",0.03,N,3,Valid,Valid,Medium,Non-Default
22,29000.00,RENT,4,VENTURE,A,1000.00,7.29,"0",0.03,N,4,Valid,Valid,Medium,Non-Default
22,26000.00,MORTGAGE,6,VENTURE,C,17000.00,12.84,"1",0.65,Y,4,Valid,Valid,Medium,Default
26,29000.00,RENT,2,MEDICAL,A,1000.00,7.74,"0",0.03,N,4,Valid,Valid,Medium,Non-Default
24,30000.00,RENT,6,EDUCATION,A,1000.00,7.51,"0",0.03,N,2,Valid,Valid,Medium,Non-Default
21,30000.00,RENT,6,EDUCATION,B,1000.00,10.99,"0",0.03,N,4,Valid,Valid,Medium,Non-Default
23,30000.00,RENT,6,VENTURE,A,1000.00,7.49,"0",0.03,N,3,Valid,Valid,Medium,Non-Default
23,26000.00,MORTGAGE,2,VENTURE,E,7000.00,14.93,"0",0.27,Y,4,Valid,Valid,Medium,Non-Default
21,30000.00,RENT,6,DEBTCONSOLIDATION,A,1000.00,11.01,"0",0.03,N,3,Valid,Valid,Medium,Non-Default
22,26000.00,MORTGAGE,3,PERSONAL,B,500.00,10.46,"0",0.02,N,4,Valid,Valid,Medium,Non-Default
26,30000.00,RENT,2,EDUCATION,A,1000.00,9.63,"0",0.03,N,3,Valid,Valid,Medium,Non-Default
25,26004.00,MORTGAGE,3,EDUCATION,B,10000.00,9.91,"0",0.38,N,2,Valid,Valid,Medium,Non-Default
22,26004.00,MORTGAGE,1,EDUCATION,A,5000.00,5.42,"0",0.19,N,4,Valid,Valid,Medium,Non-Default
25,30035.00,RENT,9,MEDICAL,C,1000.00,12.87,"0",0.03,Y,2,Valid,Valid,High,Non-Default
26,26004.00,MORTGAGE,5,HOMEIMPROVEMENT,B,6000.00,11.99,"0",0.23,N,2,Valid,Valid,Medium,Non-Default
22,26004.00,MORTGAGE,4,EDUCATION,A,5000.00,7.49,"0",0.19,N,2,Valid,Valid,Medium,Non-Default
25,33000.00,RENT,6,DEBTCONSOLIDATION,A,1000.00,7.29,"0",0.03,N,4,Valid,Valid,High,Non-Default
21,33388.00,RENT,3,EDUCATION,B,1000.00,10.99,"0",0.03,N,2,Valid,Valid,High,Non-Default
22,26004.00,MORTGAGE,6,PERSONAL,A,12000.00,7.88,"1",0.46,N,4,Valid,Valid,Medium,Default
21,26004.00,OWN,5,VENTURE,A,7500.00,11.01,"0",0.29,N,2,Valid,Valid,Medium,Non-Default
26,26004.00,MORTGAGE,2,HOMEIMPROVEMENT,B,10000.00,11.14,"0",0.38,N,3,Valid,Valid,Medium,Non-Default
23,33600.00,RENT,2,PERSONAL,B,1000.00,10.36,"0",0.03,N,2,Valid,Valid,High,Non-Default
25,33600.00,RENT,5,DEBTCONSOLIDATION,B,1000.00,11.86,"0",0.03,N,2,Valid,Valid,High,Non-Default
23,34000.00,RENT,6,MEDICAL,A,1000.00,7.37,"0",0.03,N,4,Valid,Valid,High,Non-Default
23,34800.00,RENT,1,VENTURE,B,1000.00,11.99,"0",0.03,N,4,Valid,Valid,High,Non-Default
25,34800.00,RENT,6,MEDICAL,C,1000.00,13.98,"0",0.03,Y,3,Valid,Valid,High,Non-Default
22,35000.00,RENT,4,VENTURE,C,1000.00,11.01,"0",0.03,Y,3,Valid,Valid,High,Non-Default
25,35000.00,RENT,9,VENTURE,B,1000.00,11.99,"0",0.03,N,3,Valid,Valid,High,Non-Default
26,29000.00,RENT,1,EDUCATION,C,1000.00,11.28,"1",0.03,N,3,Valid,Valid,Medium,Default
24,35100.00,RENT,8,VENTURE,C,1000.00,13.49,"0",0.03,Y,4,Valid,Valid,High,Non-Default
22,35100.00,RENT,6,DEBTCONSOLIDATION,C,1000.00,13.98,"0",0.03,N,2,Valid,Valid,High,Non-Default
24,26400.00,MORTGAGE,6,DEBTCONSOLIDATION,A,6000.00,8.90,"0",0.23,N,4,Valid,Valid,Medium,Non-Default
23,36000.00,RENT,3,EDUCATION,B,1000.00,10.99,"0",0.03,N,2,Valid,Valid,High,Non-Default
22,36000.00,RENT,6,MEDICAL,B,1000.00,9.88,"0",0.03,N,3,Valid,Valid,High,Non-Default
22,36000.00,RENT,1,EDUCATION,A,1000.00,8.59,"0",0.03,N,4,Valid,Valid,High,Non-Default
25,26400.00,MORTGAGE,1,HOMEIMPROVEMENT,A,7500.00,8.90,"0",0.28,N,3,Valid,Valid,Medium,Non-Default
22,36000.00,RENT,1,PERSONAL,A,1000.00,7.68,"0",0.03,N,4,Valid,Valid,High,Non-Default
23,31000.00,RENT,1,PERSONAL,D,1000.00,14.96,"1",0.03,Y,3,Valid,Valid,High,Default
25,32000.00,RENT,2,MEDICAL,E,1000.00,19.03,"1",0.03,N,4,Valid,Valid,High,Default
26,38000.00,RENT,6,PERSONAL,C,1000.00,15.27,"0",0.03,Y,3,Valid,Valid,High,Non-Default
24,32000.00,RENT,2,EDUCATION,C,1000.00,13.06,"1",0.03,N,3,Valid,Valid,High,Default
23,38400.00,RENT,6,EDUCATION,B,1000.00,11.01,"0",0.03,N,3,Valid,Valid,High,Non-Default
22,26400.00,MORTGAGE,6,HOMEIMPROVEMENT,A,1550.00,11.01,"1",0.06,N,2,Valid,Valid,Medium,Default
21,38400.00,RENT,5,PERSONAL,C,1000.00,14.22,"0",0.03,Y,3,Valid,Valid,High,Non-Default
25,33600.00,RENT,6,EDUCATION,D,1000.00,15.57,"1",0.03,Y,2,Valid,Valid,High,Default
24,39996.00,RENT,2,EDUCATION,A,1000.00,7.49,"0",0.03,N,3,Valid,Valid,High,Non-Default
22,40000.00,RENT,3,DEBTCONSOLIDATION,A,1000.00,7.90,"0",0.03,N,4,Valid,Valid,High,Non-Default
23,40000.00,RENT,2,EDUCATION,A,1000.00,6.03,"0",0.03,N,2,Valid,Valid,High,Non-Default
24,40000.00,RENT,1,MEDICAL,B,1000.00,10.99,"0",0.03,N,3,Valid,Valid,High,Non-Default
22,26400.00,MORTGAGE,6,PERSONAL,B,1000.00,11.01,"1",0.04,N,2,Valid,Valid,Medium,Default
25,26400.00,MORTGAGE,5,MEDICAL,C,5975.00,12.99,"0",0.23,Y,4,Valid,Valid,Medium,Non-Default
23,40000.00,RENT,3,VENTURE,B,1000.00,10.62,"0",0.03,N,4,Valid,Valid,High,Non-Default
24,40000.00,RENT,4,EDUCATION,A,1000.00,6.76,"0",0.03,N,4,Valid,Valid,High,Non-Default
21,34500.00,RENT,4,DEBTCONSOLIDATION,E,1000.00,16.45,"1",0.03,N,2,Valid,Valid,High,Default
22,40800.00,RENT,6,VENTURE,A,1000.00,6.91,"0",0.02,N,2,Valid,Valid,High,Non-Default
22,42000.00,RENT,3,DEBTCONSOLIDATION,B,1000.00,9.62,"0",0.02,N,3,Valid,Valid,High,Non-Default
24,42000.00,RENT,2,VENTURE,C,1000.00,13.16,"0",0.02,N,2,Valid,Valid,High,Non-Default
23,43000.00,RENT,7,EDUCATION,A,1000.00,7.51,"0",0.02,N,3,Valid,Valid,High,Non-Default
25,26400.00,MORTGAGE,1,HOMEIMPROVEMENT,B,4000.00,10.74,"0",0.15,N,3,Valid,Valid,Medium,Non-Default
21,45000.00,RENT,5,VENTURE,A,1000.00,7.49,"0",0.02,N,3,Valid,Valid,High,Non-Default
24,45000.00,RENT,5,EDUCATION,A,1000.00,7.40,"0",0.02,N,3,Valid,Valid,High,Non-Default
23,45000.00,RENT,6,EDUCATION,C,1000.00,14.26,"0",0.02,Y,2,Valid,Valid,High,Non-Default
25,40800.00,RENT,6,DEBTCONSOLIDATION,D,1000.00,15.57,"1",0.02,N,2,Valid,Valid,High,Default
22,48000.00,RENT,6,EDUCATION,A,1000.00,7.29,"0",0.02,N,2,Valid,Valid,High,Non-Default
21,42000.00,RENT,5,PERSONAL,D,1000.00,15.58,"1",0.02,Y,4,Valid,Valid,High,Default
25,49000.00,RENT,3,EDUCATION,A,1000.00,7.66,"0",0.02,N,3,Valid,Valid,High,Non-Default
21,50000.00,RENT,5,EDUCATION,C,1000.00,13.49,"0",0.02,N,3,Valid,Valid,High,Non-Default
26,26400.00,MORTGAGE,10,PERSONAL,C,8500.00,13.23,"0",0.32,Y,3,Valid,Valid,Medium,Non-Default
22,26400.00,MORTGAGE,2,DEBTCONSOLIDATION,B,4400.00,11.49,"0",0.17,N,4,Valid,Valid,Medium,Non-Default
26,50400.00,RENT,1,PERSONAL,A,1000.00,5.42,"0",0.02,N,3,Valid,Valid,High,Non-Default
23,51000.00,RENT,6,DEBTCONSOLIDATION,A,1000.00,7.14,"0",0.02,N,2,Valid,Valid,High,Non-Default
26,54000.00,RENT,10,PERSONAL,B,1000.00,11.71,"0",0.02,N,3,Valid,Valid,High,Non-Default
22,56000.00,RENT,6,EDUCATION,B,1000.00,11.49,"0",0.02,N,2,Valid,Valid,High,Non-Default
22,58000.00,RENT,6,EDUCATION,B,1000.00,11.26,"0",0.02,N,3,Valid,Valid,High,Non-Default
26,64000.00,RENT,6,DEBTCONSOLIDATION,B,1000.00,10.75,"0",0.02,N,3,Valid,Valid,High,Non-Default
21,26400.00,OWN,2,VENTURE,A,4000.00,7.51,"0",0.15,N,4,Valid,Valid,Medium,Non-Default
23,69000.00,RENT,6,MEDICAL,A,1000.00,7.29,"0",0.01,N,3,Valid,Valid,High,Non-Default
24,70399.00,RENT,6,DEBTCONSOLIDATION,A,1000.00,8.59,"0",0.01,N,2,Valid,Valid,High,Non-Default
22,72000.00,RENT,3,EDUCATION,A,1000.00,7.88,"0",0.01,N,3,Valid,Valid,High,Non-Default
25,26453.00,MORTGAGE,6,MEDICAL,B,7200.00,11.71,"1",0.27,N,4,Valid,Valid,Medium,Default
23,75000.00,RENT,6,PERSONAL,C,1000.00,13.23,"0",0.01,Y,3,Valid,Valid,High,Non-Default
24,87000.00,RENT,6,PERSONAL,C,1000.00,13.99,"0",0.01,N,4,Valid,Valid,High,Non-Default
21,26500.00,MORTGAGE,3,MEDICAL,D,6000.00,14.46,"1",0.23,Y,4,Valid,Valid,Medium,Default
26,96000.00,RENT,6,HOMEIMPROVEMENT,B,1000.00,10.36,"0",0.01,N,3,Valid,Valid,High,Non-Default
23,38000.00,RENT,6,DEBTCONSOLIDATION,A,1075.00,11.01,"0",0.03,N,3,Valid,Valid,High,Non-Default
23,26500.00,OWN,6,VENTURE,A,6000.00,8.00,"0",0.23,N,3,Valid,Valid,Medium,Non-Default
23,14400.00,RENT,6,EDUCATION,B,1100.00,11.99,"0",0.08,N,4,Valid,Valid,Medium,Non-Default
25,35000.00,RENT,6,DEBTCONSOLIDATION,A,1100.00,6.76,"0",0.03,N,2,Valid,Valid,High,Non-Default
23,77000.00,RENT,3,VENTURE,B,1150.00,10.95,"0",0.01,N,2,Valid,Valid,High,Non-Default
24,9960.00,RENT,4,VENTURE,A,1200.00,7.29,"0",0.12,N,4,Valid,Valid,Low,Non-Default
24,26650.00,MORTGAGE,6,MEDICAL,B,1000.00,12.53,"0",0.04,N,2,Valid,Valid,Medium,Non-Default
23,11000.00,RENT,6,EDUCATION,A,1200.00,6.91,"0",0.11,N,3,Valid,Valid,Low,Non-Default
21,26784.00,MORTGAGE,6,EDUCATION,A,2000.00,6.99,"1",0.07,N,3,Valid,Valid,Medium,Default
24,13000.00,RENT,1,MEDICAL,B,1200.00,11.89,"0",0.09,N,2,Valid,Valid,Medium,Non-Default
22,14400.00,RENT,6,PERSONAL,B,1200.00,10.37,"0",0.08,N,2,Valid,Valid,Medium,Non-Default
22,26796.00,MORTGAGE,6,VENTURE,A,3000.00,8.32,"0",0.11,N,3,Valid,Valid,Medium,Non-Default
24,14400.00,RENT,6,MEDICAL,A,1200.00,7.29,"0",0.08,N,4,Valid,Valid,Medium,Non-Default
21,14400.00,RENT,2,DEBTCONSOLIDATION,A,1200.00,7.14,"0",0.08,N,3,Valid,Valid,Medium,Non-Default
23,15600.00,RENT,6,VENTURE,D,1200.00,14.91,"1",0.08,N,4,Valid,Valid,Medium,Default
22,26886.00,OWN,6,EDUCATION,C,7500.00,11.01,"0",0.28,Y,4,Valid,Valid,Medium,Non-Default
21,16200.00,RENT,3,EDUCATION,A,1200.00,7.49,"0",0.07,N,3,Valid,Valid,Medium,Non-Default
25,16800.00,RENT,4,MEDICAL,B,1200.00,10.38,"0",0.07,N,2,Valid,Valid,Medium,Non-Default
24,18000.00,RENT,6,EDUCATION,B,1200.00,11.89,"0",0.07,N,4,Valid,Valid,Medium,Non-Default
21,27000.00,MORTGAGE,3,MEDICAL,C,9600.00,13.49,"0",0.36,Y,2,Valid,Valid,Medium,Non-Default
23,20400.00,RENT,4,EDUCATION,D,1200.00,18.25,"1",0.06,N,4,Valid,Valid,Medium,Default
23,27000.00,OWN,6,EDUCATION,B,5000.00,10.65,"0",0.19,N,4,Valid,Valid,Medium,Non-Default
23,27000.00,OWN,4,VENTURE,A,6400.00,7.90,"0",0.24,N,2,Valid,Valid,Medium,Non-Default
23,20400.00,RENT,2,MEDICAL,A,1200.00,7.90,"0",0.06,N,2,Valid,Valid,Medium,Non-Default
22,21600.00,RENT,6,MEDICAL,A,1200.00,5.99,"0",0.06,N,2,Valid,Valid,Medium,Non-Default
22,27000.00,OWN,1,MEDICAL,B,4800.00,11.99,"0",0.18,N,2,Valid,Valid,Medium,Non-Default
23,27000.00,MORTGAGE,6,HOMEIMPROVEMENT,D,1000.00,15.99,"1",0.04,Y,3,Valid,Valid,Medium,Default
23,26400.00,RENT,3,DEBTCONSOLIDATION,C,1200.00,14.35,"1",0.05,Y,4,Valid,Valid,Medium,Default
22,27600.00,RENT,5,VENTURE,C,1200.00,13.06,"0",0.04,N,2,Valid,Valid,Medium,Non-Default
22,28000.00,RENT,6,MEDICAL,B,1200.00,12.69,"0",0.04,N,3,Valid,Valid,Medium,Non-Default
22,27000.00,OWN,3,VENTURE,B,10800.00,10.74,"0",0.40,N,3,Valid,Valid,Medium,Non-Default
21,30000.00,RENT,2,EDUCATION,B,1200.00,9.62,"0",0.04,N,3,Valid,Valid,Medium,Non-Default
26,27000.00,MORTGAGE,6,DEBTCONSOLIDATION,A,3000.00,5.79,"0",0.11,N,3,Valid,Valid,Medium,Non-Default
22,27000.00,OWN,6,MEDICAL,B,7750.00,10.37,"0",0.29,N,3,Valid,Valid,Medium,Non-Default
26,30000.00,RENT,2,VENTURE,B,1200.00,10.14,"0",0.04,N,4,Valid,Valid,Medium,Non-Default
22,31200.00,RENT,2,PERSONAL,B,1200.00,12.21,"0",0.04,N,4,Valid,Valid,High,Non-Default
23,31500.00,RENT,7,EDUCATION,B,1200.00,8.88,"0",0.04,N,2,Valid,Valid,High,Non-Default
24,32400.00,RENT,6,MEDICAL,C,1200.00,13.11,"0",0.04,Y,2,Valid,Valid,High,Non-Default
23,27000.00,MORTGAGE,6,EDUCATION,B,4000.00,9.62,"0",0.15,N,2,Valid,Valid,Medium,Non-Default
22,27000.00,OWN,3,MEDICAL,A,6000.00,6.54,"0",0.22,N,4,Valid,Valid,Medium,Non-Default
23,33000.00,RENT,3,EDUCATION,A,1200.00,8.32,"0",0.04,N,2,Valid,Valid,High,Non-Default
21,34000.00,RENT,5,HOMEIMPROVEMENT,B,1200.00,12.69,"1",0.04,N,4,Valid,Valid,High,Default
26,34000.00,RENT,6,VENTURE,B,1200.00,9.91,"0",0.04,N,3,Valid,Valid,High,Non-Default
22,34560.00,RENT,2,MEDICAL,E,1200.00,19.29,"1",0.03,N,4,Valid,Valid,High,Default
22,29004.00,RENT,6,HOMEIMPROVEMENT,D,1200.00,15.70,"1",0.04,Y,4,Valid,Valid,Medium,Default
26,27000.00,MORTGAGE,2,PERSONAL,D,3025.00,15.95,"0",0.11,N,2,Valid,Valid,Medium,Non-Default
23,36000.00,RENT,7,DEBTCONSOLIDATION,C,1200.00,13.99,"0",0.03,Y,4,Valid,Valid,High,Non-Default
24,36000.00,RENT,5,EDUCATION,B,1200.00,11.49,"0",0.03,N,2,Valid,Valid,High,Non-Default
23,36000.00,RENT,6,MEDICAL,B,1200.00,10.37,"0",0.03,N,3,Valid,Valid,High,Non-Default
